사업번호,사업명,시작연도,종료연도,사업개요서링크
2016-00043,나이지리아 전자정부 역량강화사업('13-'19/856만불)...,2013,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00043
2016-00042,"DR콩고 국립박물관 건립사업('12-'20/2,100만불)...",2012,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00042
2016-00041,미얀마 법령정보시스템 구축 사업('15-'19/391만불)...,2015,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00041
2016-00040,에콰도르 개표결과 전송시스템 선진화 지원사업('16~'17/133만불)...,2016,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00040
2016-00037,베트남 폭력피해 여성 및 여아 예방 보호 모델 구축사업('16-'20/2...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00037
2016-00036,방글라데시 마약통제 행정역량강화사업('16-'20/400만불)...,2016,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00036
2016-00035,방글라데시 소방방재 역량강화사업('16-'22/835만불)...,2016,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00035
2016-00034,필리핀 경찰 수사역량 강화사업('16-'22/660만불) ...,2016,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00034
2016-00033,베트남 지가산정 역량강화 및 지가정보시스템 개선사업('16-'20/900...,2016,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00033
2016-00032,"베트남 지뢰 및 불발탄 통합대응 역량강화사업('16-'21/2,000만불...",2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00032
2016-00030,필리핀 비사야스 주립대 톨로사 캠퍼스 재건사업(‘14-’18/400만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00030
2016-00029,"네팔 통합적 지역개발을 위한 연구개발 인프라 구축사업(‘16-’23/1,...",2016,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00029
2016-00028,라오스 청년동맹 IT센터 역량강화사업(‘16-’19/300만불)...,2016,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00028
2016-00026,세네갈 고등기술전문대학(ISEP) 설립사업(`15-`21/940만불)...,2015,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00026
2016-00025,동티모르 UNESCO 수학과학 교재개발 및 교사역량강화사업('14-'17...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00025
2016-00024,동티모르 베코라 기술고등학교 지원사업('13-'17/905만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00024
2016-00023,"미얀마 직업기술교사교육원 설립사업('15-'23/1,305만불) ...",2015,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00023
2016-00022,카메룬 국립직업훈련교육원 건립사업(`13-`21/680만불)...,2013,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00022
2016-00021,"나이지리아 초중등시범학교단지 건립사업('13-'19/1,500만불)...",2013,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00021
2016-00020,모잠비크 UNICEF 잠베지아주 초등학교 환경개선 및 보건인식개선 강화사...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00020
2016-00019,앙골라 교사역량강화 및 지역사회 문해교육 2차사업(‘16-’19/260만...,2016,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00019
2016-00018,필리핀 동부사말 기안 펠리페 아브리고 지역 거점 공공병원 재건사업('15...,2015,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00018
2016-00017,스리랑카 마타라지역 모자보건의료역량강화사업 ('16-'22/900만불) ...,2016,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00017
2016-00016,탄자니아 보건분야 공동재정지원('16-'18/690만불)...,2016,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00016
2016-00015,세네갈 중부지역 식수위생개선사업(15-20/509만불)...,2015,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00015
2016-00014,솔로몬군도 과달카날주 모자보건체계 역량강화사업(‘15-’21/600만불)...,2015,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00014
2016-00013,동티모르 WFP 모자보건 영양개선사업('15-'17/360만불)...,2015,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00013
2016-00012,동티모르 아이나로주 모성보건서비스 개선사업('15-'20/490만불)...,2015,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00012
2016-00010,탄자니아 차니카 모자보건 서비스 개선사업('14-'19/425만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00010
2016-00009,DR콩고 반둔두주 5개 보건구역 말라리아퇴치 및 역량강화사업(2012-2...,2012,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00009
2016-00008,DR콩고 모자보건 향상을 위한 Kwango 지역 보건역량강화 사업('13...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00008
2016-00007,DR콩고 이디오파 식수 및 위생개선사업('12-'21/520만불)...,2012,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00007
2016-00006,동티모르 WHO 소외열대질환 통합관리 프로그램('16-'22/650만불)...,2016,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00006
2016-00005,"이라크 중환자 전문의료 서비스 역량강화사업(‘16-’23/3,950만불)...",2016,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00005
2016-00004,코트디부아르 UNFPA 여성 누공치료 및 예방 2차 사업(‘16-’19/...,2016,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00004
2016-00003,파라과이 취약계층 노인 보건의료복지센터 정책수립 지원사업('16-'22/...,2016,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00003
2016-00002,파라과이 센트럴주 림삐오시 보건의료체계 형성 및 일차의료 강화사업(&ls...,2016,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00002
2016-00001,가나 CHPS 기반의 지역보건체계 강화사업('16-'22/956만불)  ...,2016,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00001
2015-01380,네팔 누와꼿군 지진피해보건분야 재건복구지원사업('15-'20/901만불)...,2015,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-01380
2015-00072,방글라데시 문화재 보존 및 관리 역량강화사업('15-'17/100만불)...,2015,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00072
2015-00071,콜롬비아 대기환경 모니터링 시스템 구축 및 기술역량 강화사업('13-'1...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00071
2015-00067,캄보디아 앙코르 유적 프레아피투사원 복원정비 기초사업('15-'19/40...,2015,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00067
2015-00066,라오스-베트남 연결철도(라오스 비엔티엔-타켓-무디아-베트남 붕앙) 타당성...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00066
2015-00065,모로코 세부강 유역 홍수방지 마스터플랜 수립사업('15-'18/400만불...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00065
2015-00064,모잠비크 수자원 관리 마스터플랜 수립사업('15-'18/500만불)...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00064
2015-00063,가나 송변전 HRD 인프라 구축사업('15-'17/260만불)...,2015,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00063
2015-00061,베트남 고속도로 관리 및 제도 역량강화 사업('15-'19/150만불)...,2015,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00061
2015-00060,베트남 그린시티 도시계획 의사결정시스템 구축사업('15-'18/650만불...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00060
2015-00058,페루 국가문화유산 통합등록 및 관리시스템 구축사업('15-'23/800만...,2015,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00058
2015-00057,페루 지속가능한 자원개발을 위한 광해관리 업무 정보화 시스템 구축사업('...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00057
2015-00056,베트남 미래비전 DEEP 사업('15-'18/220만불)...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00056
2015-00055,도미니카공화국 과학기술인력 양성사업('15-'21/444만불)...,2015,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00055
2015-00053,우즈베키스탄 아동병원 의료인력 역량강화사업('15-'23/700만불)...,2015,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00053
2015-00052,베트남 중부지역병원 사후관리 기술협력(Q-health) 사업('15-'2...,2015,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00052
2015-00044,탄자니아 세렝게티 국립공원 홍보관 개선사업('15-'19/186만불)...,2015,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00044
2015-00042,인도네시아 칠리웅강 복원 시범사업('13-'17/500만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00042
2015-00041,인도네시아 치타룸강 홍수예경보 시스템 개발사업('14-'17/500만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00041
2015-00040,중국 황사/미세먼지 관측망 운영 및 대처기술 역량강화사업(‘14-’18/...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00040
2015-00039,라오스 불발탄 제거 지원사업('14-'18/300만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00039
2015-00038,필리핀 메트로 마닐라 홍수 조기경보 및 모니터링체계 구축사업 ('15-'...,2015,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00038
2015-00037,에티오피아 오로미아주 도도타군 관개 및 농촌개발 역량강화사업('13-'2...,2013,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00037
2015-00036,필리핀 농업용수 확보 및 홍수피해 저감을 위한 소규모저류시설 건설사업('...,2010,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00036
2015-00035,파라과이 지속가능한 농촌개발 새마을운동 사업('15-'23/700만불)...,2015,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00035
2015-00034,우간다 새마을운동 시범마을 건립사업('15-'18/295만불)...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00034
2015-00031,"라오스 농촌공동체 개발사업(‘14-’20/1,455만불)...",2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00031
2015-00030,필리핀 APEC 적정기술 보급 및 연구개발 역량강화 사업(‘14-’16/...,2014,2016,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00030
2015-00029,필리핀 파나이섬 고지대 새마을 농촌종합개발사업('15-'19/650만불)...,2015,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00029
2015-00024,볼리비아 국가표준체계 국제 경쟁력 향상사업('15-'17/400만불)...,2015,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00024
2015-00023,코트디부아르 아비장 도로개선 및 역량강화 사업('15-'18/500만불)...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00023
2015-00021,키르기즈공화국 토지정보 종합관리시스템 구축사업('15-'18/400만불)...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00021
2015-00019,코트디부아르 한-코 협력센터 건립사업(15-20/950만불)...,2015,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00019
2015-00018,튀니지 국민참여 및 부패방지를 위한 시스템(국민신문고) 구축사업('15-...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00018
2015-00016,우간다 엔테베 국제공항 시스템 개선사업('14-'22/950만불)...,2014,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00016
2015-00015,스리랑카 과학수사 역량강화사업('15-'17/320만불)...,2015,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00015
2015-00013,팔레스타인 창.취업 지원프로그램('15-'20/700만불)...,2015,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00013
2015-00012,네팔 기술교사 역량강화를 통한 기술직업교육훈련 질 제고사업('15-'20...,2015,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00012
2015-00011,"스리랑카 기술계 교사 양성 및 재교육사업('15'-'25'/1,495만불...",2015,2025,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00011
2015-00010,방글라데시 라즈샤히 직업훈련원 역량강화사업('15-'20/850만불)...,2015,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00010
2015-00007,수단 주혈흡충 및 소외열대질환 퇴치사업('15-'19/600만불)...,2015,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00007
2015-00006,에티오피아 오로미아주 모자보건 및 가족계획 역량강화사업('15-'23/1...,2015,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00006
2015-00005,"에티오피아 통합보건 역량강화사업('15-'22/600만불)	...",2015,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00005
2015-00003,라오스 경찰병원 역량강화사업(‘14-'23/500만불)...,2014,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00003
2015-00002,방글라데시 KOICA-UNICEF 예방 가능한 아동사망 감소를 위한 모자...,2015,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00002
2015-00001,필리핀 WHO 다바오 지역보건체계 강화 모자보건 사업('15-'18/30...,2015,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2015-00001
2014-00086,인도네시아 광해실태조사 및 시범복구사업('14-'18/320만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00086
2014-00085,베트남 라오까이성 새마을운동 사업(라오까이성 행복프로그램) ('14-'1...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00085
2014-00084,베트남 꽝찌성 새마을 운동 사업 (꽝찌성 행복프로그램) ('14-'19/...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00084
2014-00083,알제리 어업 및 양식 생산력의 지속가능한 증대 및 산업화 컨설팅 사업('...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00083
2014-00082,베트남 향강종합개발 지원사업('14-'18/ 600만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00082
2014-00081,필리핀 중부지역 해양 교통시설 마스터플랜 수립사업('14-'17/220만...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00081
2014-00079,캄보디아 증권시장 발전지원사업('14-'18/250만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00079
2014-00078,캄보디아 항만물류기능 활성화를 위한 수로개선 타당성 조사사업('14-'1...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00078
2014-00077,파라과이 국가 항공발전 마스터플랜 수립사업 ('14-'17/300만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00077
2014-00075,콜롬비아 깔리시 주택단지 개발 타당성조사 사업('14-'17/170만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00075
2014-00074,라오스 지도제작 인력양성 및 지형도 제작사업('14-'17/350만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00074
2014-00073,인도네시아 국가도로통합데이터센터 마스터플랜 수립 및 시범시스템 구축사업(...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00073
2014-00072,요르단 전자조달 시스템 구축사업('14-'17/850만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00072
2014-00071,몽골 중기 재정계획 수립 역량강화 및 지원시스템 구축사업('14-'18/...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00071
2014-00070,방글라데시 전자정부 발전을 위한 마스터플랜 수립 및 역량강화 사업('14...,2014,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00070
2014-00069,모잠비크 잠베지지역 지도제작사업('14-'17/450만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00069
2014-00068,케냐 국가산업훈련청 역량강화사업(`14-`21/400만불)...,2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00068
2014-00067,르완다 산업연구개발 역량강화사업('14-'19/250만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00067
2014-00066,르완다 국세 및 관세 서비스 역량강화사업('14-'17/280만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00066
2014-00064,"미얀마 개발연구원 설립사업('14-'23/2,000만불) ...",2014,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00064
2014-00063,인도네시아 전자정부 추진을 위한 보안긴급대응 및 국가인증체계 구축사업('...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00063
2014-00062,이집트 통합기술교육 클러스터 마스터플랜 수립사업('14-'17/100만불...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00062
2014-00056,에티오피아 재해경감을 위한 기상관측 및 조기경보시스템 구축사업('14-'...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00056
2014-00055,몽골 광해관리 마스터플랜 수립 및 역량강화사업('14-'20/580만불)...,2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00055
2014-00051,레바논 원예작물 수확 후 관리기술 지원사업('14-'18/220만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00051
2014-00050,튀니지 코르크 참나무숲 복원 시범사업('14-'19/200만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00050
2014-00049,캄보디아 농촌공동체 개발사업('14-'20/895만불)...,2014,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00049
2014-00048,에콰도르 침보라소주 관개수로건설 및 영농기술지원 2차 사업('14-'18...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00048
2014-00047,네팔 농촌공동체 개발사업('14-'22/800만불)...,2014,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00047
2014-00044,"르완다 농촌공동체 지원사업('14-'19/1,100만불)...",2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00044
2014-00038,인도네시아 국가시설물 안전진단 역량강화사업('14-'17/200만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00038
2014-00035,모로코 산업통계 측정 및 활용 역량강화사업('14-'19/645만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00035
2014-00033,베트남 경찰대 전자도서관 구축사업('14-'17/230만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00033
2014-00032,과테말라 치안 강화를 위한 경찰교육 시스템 개선사업('14-'20/398...,2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00032
2014-00031,엘살바도르 치안강화를 위한 차량 자동인식 시스템 구축사업('14-'20/...,2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00031
2014-00030,페루 중소 수출입기업을 위한 전자무역업무 개선사업('14-'21/500만...,2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00030
2014-00029,팔레스타인 공무원교육원 설립사업('14-'20/700만불)...,2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00029
2014-00028,우즈베키스탄 표준청 국제동등성 확보 지원 및 통합시스템 구축사업('14-...,2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00028
2014-00027,르완다 공무원 행정역량 강화사업('14-'18/400만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00027
2014-00024,투르크메니스탄 가스직업훈련원 역량강화사업(14-21/598만불)...,2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00024
2014-00022,베트남 하노이 개방대학교 개선사업('14-'19/300만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00022
2014-00021,베트남 한베 산업기술대학 3차지원사업('14-'19/600만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00021
2014-00020,"베트남 한베 과학기술연구원(V-KIST)설립지원 사업('14-'20/3,...",2014,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00020
2014-00019,요르단 청각장애 특수학교 건립사업('14-'17/520만불)...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00019
2014-00018,우즈베키스탄 사흐리사브즈시 훈련센터 설립 및 직업훈련 역량강화 컨설팅사업...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00018
2014-00017,아제르바이잔 교사역량강화 및 교육정보화 지원사업(14-23/600만불)...,2014,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00017
2014-00016,이라크 한-이라크 직업훈련원 2차 지원사업(`14-`23/500만불)...,2014,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00016
2014-00015,케냐 초등학교 환경개선 및 역량강화사업('14-'19/425만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00015
2014-00014,르완다 직업교육훈련 역량강화사업('14-'19/500만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00014
2014-00013,라오스 수파누봉대학교 교육역량강화사업('14-'18/326만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00013
2014-00010,필리핀 통합의료정보체계 구축사업('14-'18/510만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00010
2014-00008,에콰도르 과야스주 보건의료센터 건립 및 의료인력 역량강화사업('14-'2...,2014,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00008
2014-00006,아프가니스탄 카불시 바르치 지역 식수개발사업('14-'22/650만불)...,2014,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00006
2014-00004,요르단 3개 지역 보건소 건립사업('14-'19/516만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00004
2014-00003,방글라데시 안질환 예방 및 치료역량강화사업('14-'23/940만불)...,2014,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00003
2014-00002,케냐 분고마 추웰레지역 식수개발사업('14-'19/500만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2014-00002
2013-00094,베트남 한베 친선 IT 대학 4년제 승격지원사업('13-'20/520만불...,2013,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00094
2013-00092,우간다 농가공 및 마케팅 전략수립사업('13-'17/267만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00092
